"MES_CODICE","MES_MITTENTE","MES_DS_CODICE","MES_BINARIO","MES_RICEZIONE","MES_LOTTO","MES_RECORDS","MES_ELABORAZIONE","MES_RISPOSTA","MES_IDENTIFICATIVO","MES_ANTEPRIMA","MES_NOME_FLUSSO","MES_TRANSAZIONE","MES_MES_CODICE","MES_CLIENT","MES_SERVER","MES_DUPLICATO","MES_DESTINATARIO","MES_TIPOLOGIA","MES_ERRORE"
8.632.140,1,10,,2017-08-24 12:06:40,,,2017-08-24 12:06:41,,,0,,8.663.170,8.632.138,"192.168.40.11","192.168.40.28",,1,IN,
8.632.347,1,22,,2017-08-24 12:18:25,,,2017-08-24 12:18:25,,,0,,8.663.407,,"192.168.40.11","192.168.40.28",,1,IN,
8.632.410,6,10,,2017-08-24 12:22:32,,,2017-08-24 12:22:32,,,0,,8.663.477,,"192.168.40.11","192.168.40.28",,1,IN,
8.632.429,6,9,,2017-08-24 12:25:08,,,2017-08-24 12:25:08,,,0,,8.663.498,,"192.168.40.10","192.168.40.28",,1,IN,
8.632.440,1,26,,2017-08-24 12:26:07,,,2017-08-24 12:26:07,,abffa13e-44b5-4557-bec8-0b687db38e9e,0,,8.663.509,8.632.439,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.632.552,5,13,,2017-08-24 12:35:39,,,2017-08-24 12:35:40,,,0,,8.663.633,,"192.168.40.150","192.168.40.28",,1,IN,
8.632.681,5,15,,2017-08-24 12:51:46,,,2017-08-24 12:51:46,,,0,,8.663.779,,"192.168.40.151","192.168.40.28",,1,IN,
8.632.700,1,23,,2017-08-24 12:53:20,,,2017-08-24 12:53:21,,f9fb745b-ead7-40c0-ad0f-fc3ae04c2ded,0,,8.663.801,8.632.699,"192.168.40.150","192.168.40.28",,1,IN,
8.632.791,5,13,,2017-08-24 13:04:49,,,2017-08-24 13:04:49,,,0,,8.663.909,,"192.168.40.150","192.168.40.28",,1,IN,
8.632.822,1,10,,2017-08-24 13:08:30,,,2017-08-24 13:08:30,,,0,,8.663.943,8.632.820,"192.168.40.151","192.168.40.28",,1,IN,
8.632.833,6,15,,2017-08-24 13:10:00,,,2017-08-24 13:10:01,,a200ed99-1aa4-4ace-a4ae-3f208cb5c81b,0,,8.663.956,8.632.832,"192.168.40.10","192.168.40.28",,1,IN,
8.632.945,6,9,,2017-08-24 13:23:04,,,2017-08-24 13:23:04,,,0,,8.664.087,,"192.168.40.10","192.168.40.28",,1,IN,
8.632.969,1,26,,2017-08-24 13:28:03,,,2017-08-24 13:28:04,,e5aacdbe-44c0-43e6-84f5-df6215170a3d,0,,8.664.114,8.632.968,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.633.045,1,26,,2017-08-24 13:46:34,,,2017-08-24 13:46:34,,"9895776f-9db8-45d3-b80f-df0c158fd7a7",0,,8.664.195,8.633.044,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.633.280,5,13,,2017-08-24 14:37:46,,,2017-08-24 14:37:47,,,0,,8.664.463,,"192.168.40.150","192.168.40.28",,1,IN,
8.633.474,6,15,,2017-08-24 15:05:54,,,2017-08-24 15:05:54,,"6b76220f-7ff1-46d1-a09d-e1d104fe3c1b",0,,8.664.675,8.633.473,"192.168.40.11","192.168.40.28",,1,IN,
8.633.562,1,10,,2017-08-24 15:18:03,,,2017-08-24 15:18:03,,,0,,8.664.772,8.633.560,"192.168.40.11","192.168.40.28",,1,IN,
8.633.647,1,10,,2017-08-24 15:26:25,,,2017-08-24 15:26:26,,,0,,8.664.868,8.633.645,"192.168.40.11","192.168.40.28",,1,IN,
8.633.882,2,15,,2017-08-24 15:55:35,,,2017-08-24 15:55:35,,deac6c9d-8669-4f06-8146-616b8b1d74c0,0,,8.665.138,8.633.881,"192.168.40.10","192.168.40.28",,1,IN,
8.633.915,1,26,,2017-08-24 16:01:01,,,2017-08-24 16:01:02,,"98a519ab-4e5e-455d-b7b9-97b920404d99",0,,8.665.172,8.633.914,"192.168.40.28",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
8.633.945,5,13,,2017-08-24 16:04:40,,,2017-08-24 16:04:40,,,0,,8.665.207,,"192.168.40.150","192.168.40.28",,1,IN,
8.634.096,1,26,,2017-08-24 16:23:12,,,2017-08-24 16:23:12,,"417b618a-b439-4dc8-bdbc-df796d16f4e9",0,,8.665.375,8.634.095,"192.168.40.28",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
8.634.197,5,13,,2017-08-24 16:39:21,,,2017-08-24 16:39:22,,,0,,8.665.487,,"192.168.40.150","192.168.40.28",,1,IN,
8.634.239,2,21,,2017-08-24 16:47:51,,,2017-08-24 16:47:52,,"105932",0,,8.665.537,,"192.168.40.10","192.168.40.28",,1,IN,
8.634.243,1,23,,2017-08-24 16:47:57,,,2017-08-24 16:47:58,,,0,,8.665.541,,"192.168.40.11","192.168.40.28",,1,IN,
8.634.379,1,23,,2017-08-24 17:06:45,,,2017-08-24 17:06:46,,,0,,8.665.692,,"192.168.40.11","192.168.40.28",,1,IN,
8.634.428,1,27,,2017-08-24 17:13:01,,,2017-08-24 17:13:01,,"22389253-68b6-4187-9430-5410c1b19b9f",0,,8.665.749,8.634.426,"192.168.40.28",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
8.634.470,1,67,,2017-08-24 17:17:28,,,2017-08-24 17:17:28,,f7e7a561-2c7f-4ac8-a785-651f1c24a985,0,,8.665.794,8.634.469,SPQR086,http://192.168.20.140/pagomw/jeepWS,,5,OUT,
8.634.662,1,23,,2017-08-24 18:04:45,,,2017-08-24 18:04:46,,f31681c0-ce07-47fe-84fc-3b3a0c89e839,0,,8.666.006,8.634.661,"192.168.40.151","192.168.40.28",,1,IN,
8.634.686,1,26,,2017-08-24 18:09:49,,,2017-08-24 18:09:49,,f8a87d5f-03c4-480d-a0e7-06b600e0c833,0,,8.666.032,8.634.685,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.634.735,5,15,,2017-08-24 18:14:23,,,2017-08-24 18:14:23,,,0,,8.666.086,,"192.168.40.150","192.168.40.28",,1,IN,
8.634.772,5,13,,2017-08-24 18:19:04,,,2017-08-24 18:19:04,,,0,,8.666.127,,"192.168.40.150","192.168.40.28",,1,IN,
8.634.777,5,13,,2017-08-24 18:20:33,,,2017-08-24 18:20:34,,,0,,8.666.133,,"192.168.40.150","192.168.40.28",,1,IN,
8.634.821,6,10,,2017-08-24 18:32:23,,,2017-08-24 18:32:24,,,0,,8.666.184,,"192.168.40.11","192.168.40.28",,1,IN,
8.635.007,6,9,,2017-08-24 19:11:26,,,2017-08-24 19:11:26,,,0,,8.666.384,,"192.168.40.10","192.168.40.28",,1,IN,
8.635.027,5,15,,2017-08-24 19:22:53,,,2017-08-24 19:22:55,,,0,,8.666.405,,"192.168.40.151","192.168.40.28",,1,IN,
8.635.117,1,10,,2017-08-24 19:52:31,,,2017-08-24 19:52:31,,,0,,8.666.504,8.635.115,"192.168.40.150","192.168.40.28",8.632.308,1,IN,
8.635.126,5,18,,2017-08-24 19:55:28,,,2017-08-24 19:55:30,,cc9c8e3d-6ecd-4af1-936e-bfacec051648,0,,8.666.514,,"192.168.40.150","192.168.40.28",,1,IN,
8.635.134,1,27,,2017-08-24 19:58:00,,,2017-08-24 19:58:00,,ead6bc22-bf3b-4b8b-bdfe-c4124d6decab,0,,8.666.522,8.635.132,"192.168.40.28",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
8.635.174,6,9,,2017-08-24 20:00:27,,,2017-08-24 20:00:27,,,0,,8.666.562,,"192.168.40.11","192.168.40.28",,1,IN,
8.635.362,5,15,,2017-08-24 21:42:00,,,2017-08-24 21:42:01,,,0,,8.666.774,,"192.168.40.150","192.168.40.28",,1,IN,
8.635.579,5,13,,2017-08-24 23:55:28,,,2017-08-24 23:55:30,,,0,,8.667.009,,"192.168.40.150","192.168.40.28",,1,IN,
8.635.720,5,18,,2017-08-25 03:35:18,,,2017-08-25 03:35:21,,"39172e47-a09d-41a0-91be-d8385ec54872",0,,8.667.154,,"192.168.40.151","192.168.40.28",,1,IN,
8.636.017,2,15,,2017-08-25 08:03:54,,,2017-08-25 08:03:54,,e683b54d-6500-4cb3-b5de-95a44f2a25b8,0,,8.667.457,8.636.015,"192.168.40.10","192.168.40.28",,1,IN,
8.636.052,1,27,,2017-08-25 08:17:33,,,2017-08-25 08:17:34,,b7ae354f-ba56-4c52-9fa5-1a3a6114538c,0,,8.667.496,8.636.050,"192.168.40.28",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
8.636.103,1,26,,2017-08-25 08:27:37,,,2017-08-25 08:27:37,,"918e2bb4-23d0-4f8b-8511-bf8f305a1fa6",0,,8.667.552,8.636.102,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.636.224,1,23,,2017-08-25 08:42:00,,,2017-08-25 08:42:01,,"76330bfc-4793-44b1-9363-2d4e0b4f5d19",0,,8.667.689,8.636.223,"192.168.40.151","192.168.40.28",,1,IN,
8.636.457,1,67,,2017-08-25 09:26:11,,,2017-08-25 09:26:11,,bee5d0c3-d9c0-42f5-ab2c-cae68aeef9eb,0,,8.667.954,8.636.456,SPQR086,http://192.168.20.140/pagomw/jeepWS,,5,OUT,
8.636.618,6,9,,2017-08-25 09:39:58,,,2017-08-25 09:39:58,,,0,,8.668.141,,"192.168.40.10","192.168.40.28",,1,IN,
8.636.824,1,42,,2017-08-25 09:57:23,,,2017-08-25 09:57:23,,SIR-58ec75a7-0dd0-4c72-bce1-a156b3ac39a3,0,,8.668.373,,"192.168.40.11","192.168.40.28",,1,IN,
8.637.018,1,23,,2017-08-25 10:16:00,,,2017-08-25 10:16:01,,,0,,8.668.595,,"192.168.40.11","192.168.40.28",,1,IN,
8.637.034,1,42,,2017-08-25 10:17:48,,,2017-08-25 10:17:49,,SIR-9bae8f07-82d9-4a41-8839-287c59f6e898,0,,8.668.615,,"192.168.40.11","192.168.40.28",,1,IN,
8.637.063,1,67,,2017-08-25 10:19:55,,,2017-08-25 10:19:55,,ee996a1e-bca2-4e68-a311-415880c3c61a,0,,8.668.648,8.637.062,SPQR086,http://192.168.20.140/pagomw/jeepWS,,5,OUT,
8.637.430,23,46,,2017-08-25 10:41:57,,,2017-08-25 10:41:58,,FRA|bf64485c-683d-4b23-96f0-0e29e681ee0e,0,,8.669.062,,"192.168.40.30","192.168.40.28",,1,IN,
8.637.461,6,9,,2017-08-25 10:43:37,,,2017-08-25 10:43:37,,,0,,8.669.093,,"192.168.40.11","192.168.40.28",,1,IN,
8.637.469,6,10,,2017-08-25 10:44:22,,,2017-08-25 10:44:23,,,0,,8.669.103,,"192.168.40.10","192.168.40.28",,1,IN,
8.637.550,11,15,,2017-08-25 10:53:32,,,2017-08-25 10:53:33,,a21d85ee-ec15-423b-ae26-45902839f830,0,,8.669.192,8.637.549,"192.168.2.131","192.168.40.28",,1,IN,
8.637.586,5,18,,2017-08-25 10:55:30,,,2017-08-25 10:55:33,,"2c2ec67e-ab09-4b39-b05d-4cb22cbe9ff0",0,,8.669.232,,"192.168.40.151","192.168.40.28",,1,IN,
8.637.635,5,12,,2017-08-25 11:00:00,,,2017-08-25 11:02:49,,"46722f0e-ea24-4d6f-9fcb-84326722e123",0,,8.669.288,,"192.168.40.150","192.168.40.28",,1,IN,
8.637.677,5,13,,2017-08-25 11:03:18,,,2017-08-25 11:03:19,,,0,,8.669.337,,"192.168.40.150","192.168.40.28",,1,IN,
8.637.925,1,23,,2017-08-25 11:28:00,,,2017-08-25 11:28:02,,,0,,8.669.617,,"192.168.40.11","192.168.40.28",,1,IN,
8.637.965,1,26,,2017-08-25 11:32:22,,,2017-08-25 11:32:23,,"6abd2dc2-ce69-4adf-af06-b5fd49772205",0,,8.669.663,8.637.964,"192.168.40.28",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
8.637.976,1,22,,2017-08-25 11:34:20,,,2017-08-25 11:34:21,,,0,,8.669.676,,"192.168.40.11","192.168.40.28",,1,IN,
8.637.998,5,18,,2017-08-25 11:35:19,,,2017-08-25 11:35:22,,"39172e47-a09d-41a0-91be-d8385ec54872",0,,8.669.701,,"192.168.40.150","192.168.40.28",,1,IN,
8.637.999,2,21,,2017-08-25 11:35:19,,,2017-08-25 11:35:20,,"105958",0,,8.669.702,,"192.168.40.10","192.168.40.28",,1,IN,
8.638.076,1,22,,2017-08-25 11:41:28,,,2017-08-25 11:41:29,,,0,,8.669.788,,"192.168.40.11","192.168.40.28",,1,IN,
8.638.172,1,67,,2017-08-25 11:50:46,,,2017-08-25 11:50:46,,d788a5bb-41e1-4913-85a6-c57f64476b9f,0,,8.669.901,8.638.171,SPQR086,http://192.168.20.140/pagomw/jeepWS,,5,OUT,
8.638.175,1,23,,2017-08-25 11:51:20,,,2017-08-25 11:51:21,,,0,,8.669.904,,"192.168.40.11","192.168.40.28",,1,IN,
8.638.185,1,22,,2017-08-25 11:53:48,,,2017-08-25 11:53:48,,,0,,8.669.917,,"192.168.40.11","192.168.40.28",,1,IN,
8.638.448,1,27,,2017-08-25 12:11:24,,,2017-08-25 12:11:25,,"11365f96-9da3-4b0a-83b5-31181c3f47e1",0,,8.670.219,8.638.446,"192.168.40.28",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
8.638.476,11,10,,2017-08-25 12:12:56,,,2017-08-25 12:12:56,,RML-R30P-00000076189B,0,,8.670.251,,"192.168.2.131","192.168.40.28",8.638.445,1,IN,
8.638.565,6,10,,2017-08-25 12:19:42,,,2017-08-25 12:19:42,,,0,,8.670.355,,"192.168.40.10","192.168.40.28",,1,IN,
8.638.656,23,46,,2017-08-25 12:30:45,,,2017-08-25 12:30:45,,FRA|33c6d3a0-4c70-4a0d-8376-3faab351a279,0,,8.670.458,,"192.168.40.30","192.168.40.28",,1,IN,
8.638.707,2,15,,2017-08-25 12:35:13,,,2017-08-25 12:35:13,,"8ae69a7b-08cc-4dab-8be1-263ea10b7ed8",0,,8.670.516,8.638.706,"192.168.40.10","192.168.40.28",,1,IN,
8.638.725,6,21,,2017-08-25 12:35:29,,,2017-08-25 12:35:29,,PPA194317,0,,8.670.535,,"192.168.40.11","192.168.40.28",,1,IN,
8.638.834,6,16,,2017-08-25 12:42:23,31.818,16,2017-08-25 12:42:24,,"0",0,,,,,,,1,IN,
8.638.872,5,13,,2017-08-25 12:44:57,,,2017-08-25 12:44:58,,,0,,8.670.696,,"192.168.40.150","192.168.40.28",,1,IN,
8.639.013,5,13,,2017-08-25 12:55:16,,,2017-08-25 12:55:17,,,0,,8.670.862,,"192.168.40.151","192.168.40.28",,1,IN,
8.639.155,1,22,,2017-08-25 13:12:37,,,2017-08-25 13:12:38,,,0,,8.671.020,,"192.168.40.11","192.168.40.28",,1,IN,
8.639.437,6,9,,2017-08-25 14:15:17,,,2017-08-25 14:15:17,,,0,,8.671.344,,"192.168.40.10","192.168.40.28",,1,IN,
8.639.528,1,10,,2017-08-25 14:49:11,,,2017-08-25 14:49:12,,,0,,8.671.442,8.639.526,"192.168.40.151","192.168.40.28",,1,IN,
8.639.721,1,67,,2017-08-25 15:28:58,,,2017-08-25 15:28:58,,"205788bd-75e3-4243-bbbc-c70c28a74ce9",0,,8.671.659,8.639.720,SPQR086,http://192.168.20.140/pagomw/jeepWS,,5,OUT,
8.639.736,6,21,,2017-08-25 15:31:28,,,2017-08-25 15:31:28,,PPA194347,0,,8.671.674,,"192.168.40.11","192.168.40.28",,1,IN,
8.639.868,1,23,,2017-08-25 16:12:43,,,2017-08-25 16:12:44,,c832fa86-2ce9-40e8-983a-a08972f67a3a,0,,8.671.825,8.639.867,"192.168.40.151","192.168.40.28",,1,IN,
8.640.005,1,26,,2017-08-25 16:45:44,,,2017-08-25 16:45:46,,"8e45a059-f9dc-4d5e-b15f-75713032462d",0,,8.671.974,8.640.004,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.640.152,1,10,,2017-08-25 17:23:59,,,2017-08-25 17:24:00,,,0,,8.672.143,8.640.150,"192.168.40.150","192.168.40.28",,1,IN,
8.640.180,1,26,,2017-08-25 17:31:13,,,2017-08-25 17:31:16,,"5bfa7782-f6c8-4e0f-b1dc-789b9424de2d",0,,8.672.176,8.640.179,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.640.185,5,18,,2017-08-25 17:35:04,,,2017-08-25 17:35:06,,"61404386-a702-45e8-9b44-bd95cffd9494",0,,8.672.183,,"192.168.40.150","192.168.40.28",,1,IN,
8.640.245,2,15,,2017-08-25 17:49:03,,,2017-08-25 17:49:03,,"36c88fe7-0f57-43ce-b84b-0c7abe040a2c",0,,8.672.253,8.640.243,"192.168.40.10","192.168.40.28",,1,IN,
8.640.296,11,15,,2017-08-25 18:09:55,,,2017-08-25 18:09:55,,ca674ef4-5ea4-46e7-96ff-3cbb920d5053,0,,8.672.307,8.640.295,"192.168.2.131","192.168.40.28",,1,IN,
8.640.336,5,13,,2017-08-25 18:24:14,,,2017-08-25 18:24:15,,,0,,8.672.351,,"192.168.40.150","192.168.40.28",,1,IN,
8.640.362,5,18,,2017-08-25 18:35:01,,,2017-08-25 18:35:04,,"5d171bb4-3911-4c70-9d95-d82136abb1f3",0,,8.672.379,,"192.168.40.151","192.168.40.28",,1,IN,
8.640.468,5,13,,2017-08-25 19:04:43,,,2017-08-25 19:04:43,,,0,,8.672.491,,"192.168.40.150","192.168.40.28",,1,IN,
8.640.535,11,21,,2017-08-25 19:41:58,,,2017-08-25 19:41:58,,RML-INTE-00000076247C,0,,8.672.568,,"192.168.2.131","192.168.40.28",,1,IN,
8.640.658,1,26,,2017-08-25 20:31:39,,,2017-08-25 20:31:47,,"5b6be788-8719-4bc0-aeea-89d54867068c",0,,8.672.695,8.640.657,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.640.700,5,18,,2017-08-25 20:55:05,,,2017-08-25 20:55:08,,"61404386-a702-45e8-9b44-bd95cffd9494",0,,8.672.742,,"192.168.40.151","192.168.40.28",,1,IN,
8.640.859,1,23,,2017-08-25 23:48:12,,,2017-08-25 23:48:18,,"59a0c839-e656-4868-8383-c3aa491be476",0,,8.672.915,8.640.858,"192.168.40.151","192.168.40.28",,1,IN,
8.640.884,5,12,,2017-08-26 00:30:00,,,2017-08-26 00:32:56,,"30bac2df-725b-4edd-8992-f52937aa6c2f",0,,8.672.944,,"192.168.40.150","192.168.40.28",,1,IN,
8.640.937,5,18,,2017-08-26 01:35:08,,,2017-08-26 01:35:10,,"07b7359a-1cf3-4430-ace3-27b4de2c53c1",0,,8.672.998,,"192.168.40.151","192.168.40.28",,1,IN,
8.640.975,5,18,,2017-08-26 02:35:11,,,2017-08-26 02:35:14,,"81e15e4e-6231-4940-8849-fbaf4aeeb420",0,,8.673.038,,"192.168.40.151","192.168.40.28",,1,IN,
8.641.095,5,18,,2017-08-26 06:15:00,,,2017-08-26 06:15:00,,"29c23b77-4e45-4b55-b1b7-f109f3668973",0,,8.673.158,,"192.168.40.150","192.168.40.28",,1,IN,
8.641.106,5,18,,2017-08-26 06:35:30,,,2017-08-26 06:35:33,,b866c999-2562-4025-a0cf-1faa1819805a,0,,8.673.169,,"192.168.40.150","192.168.40.28",,1,IN,
8.641.179,6,9,,2017-08-26 08:00:26,,,2017-08-26 08:00:26,,,0,,8.673.243,,"192.168.40.11","192.168.40.28",,1,IN,
8.641.185,6,9,,2017-08-26 08:00:27,,,2017-08-26 08:00:27,,,0,,8.673.249,,"192.168.40.11","192.168.40.28",,1,IN,
8.641.273,5,18,,2017-08-26 08:35:18,,,2017-08-26 08:35:21,,"39172e47-a09d-41a0-91be-d8385ec54872",0,,8.673.342,,"192.168.40.151","192.168.40.28",,1,IN,
8.641.508,6,10,,2017-08-26 10:34:26,,,2017-08-26 10:34:27,,,0,,8.673.597,,"192.168.40.10","192.168.40.28",,1,IN,
8.641.520,5,18,,2017-08-26 10:35:16,,,2017-08-26 10:35:19,,"39172e47-a09d-41a0-91be-d8385ec54872",0,,8.673.609,,"192.168.40.151","192.168.40.28",,1,IN,
8.641.620,1,10,,2017-08-26 11:10:00,,,2017-08-26 11:10:00,,,0,,8.673.727,8.641.617,SPQR086,SPQR086,,1,IN,
8.641.760,1,23,,2017-08-26 11:59:10,,,2017-08-26 11:59:11,,"9db29386-c9c9-4b91-9f5c-c2fc6650fc12",0,,8.673.892,8.641.759,"192.168.40.150","192.168.40.28",,1,IN,
8.641.797,1,27,,2017-08-26 12:04:52,,,2017-08-26 12:04:52,,c895babf-ded9-45f1-8267-49488923066c,0,,8.673.934,8.641.795,"192.168.40.28",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
8.641.869,5,13,,2017-08-26 12:25:31,,,2017-08-26 12:25:31,,,0,,8.674.013,,"192.168.40.150","192.168.40.28",,1,IN,
8.641.910,5,18,,2017-08-26 12:35:18,,,2017-08-26 12:35:21,,"2c2ec67e-ab09-4b39-b05d-4cb22cbe9ff0",0,,8.674.062,,"192.168.40.151","192.168.40.28",,1,IN,
8.642.132,5,18,,2017-08-26 13:55:19,,,2017-08-26 13:55:22,,"2c2ec67e-ab09-4b39-b05d-4cb22cbe9ff0",0,,8.674.308,,"192.168.40.151","192.168.40.28",,1,IN,
8.642.141,1,10,,2017-08-26 14:11:30,,,2017-08-26 14:11:30,,,0,,8.674.319,8.642.140,SPQR086,SPQR086,,1,IN,
8.642.304,1,23,,2017-08-26 16:01:11,,,2017-08-26 16:01:11,,ec683210-d324-4f41-ae09-36471287b41b,0,,8.674.495,8.642.303,"192.168.40.151","192.168.40.28",,1,IN,
8.642.543,5,15,,2017-08-26 17:48:13,,,2017-08-26 17:48:14,,,0,,8.674.755,,"192.168.40.150","192.168.40.28",,1,IN,
8.642.773,11,15,,2017-08-26 19:23:31,,,2017-08-26 19:23:31,,"79296a87-d19a-4dc5-af62-163956f70291",0,,8.675.016,8.642.772,"192.168.2.131","192.168.40.28",,1,IN,
8.642.787,5,12,,2017-08-26 19:30:00,,,2017-08-26 19:32:45,,"1dc4a265-ca61-41dd-8fb0-073050adf456",0,,8.675.031,,"192.168.40.151","192.168.40.28",,1,IN,
8.643.046,1,23,,2017-08-26 21:34:57,,,2017-08-26 21:34:58,,"3e89c394-7b50-4341-b3fe-04a458a98158",0,,8.675.300,8.643.045,"192.168.40.150","192.168.40.28",,1,IN,
8.643.208,1,10,,2017-08-26 23:00:50,,,2017-08-26 23:00:51,,,0,,8.675.475,8.643.206,"192.168.40.150","192.168.40.28",,1,IN,
8.643.210,1,23,,2017-08-26 23:02:11,,,2017-08-26 23:02:12,,e3000b11-112e-468c-9c25-2e9d0f92b93f,0,,8.675.478,8.643.209,"192.168.40.151","192.168.40.28",,1,IN,
8.643.491,5,18,,2017-08-27 04:35:11,,,2017-08-27 04:35:13,,"898842aa-b7c5-42eb-aeb0-a2679c987dac",0,,8.675.765,,"192.168.40.150","192.168.40.28",,1,IN,
8.643.632,6,9,,2017-08-27 08:00:35,,,2017-08-27 08:00:35,,,0,,8.675.903,,"192.168.40.11","192.168.40.28",,1,IN,
8.643.792,5,13,,2017-08-27 10:14:10,,,2017-08-27 10:14:11,,,0,,8.676.076,,"192.168.40.150","192.168.40.28",,1,IN,
8.643.993,5,13,,2017-08-27 11:53:24,,,2017-08-27 11:53:24,,,0,,8.676.309,,"192.168.40.150","192.168.40.28",,1,IN,
8.644.036,5,13,,2017-08-27 12:10:11,,,2017-08-27 12:10:12,,,0,,8.676.354,,"192.168.40.150","192.168.40.28",,1,IN,
8.644.142,5,13,,2017-08-27 13:07:41,,,2017-08-27 13:07:41,,,0,,8.676.469,,"192.168.40.150","192.168.40.28",,1,IN,
8.644.160,1,26,,2017-08-27 13:30:29,,,2017-08-27 13:30:32,,ad8bf35a-6b87-4208-8ff9-e62228961579,0,,8.676.489,8.644.159,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.644.208,5,15,,2017-08-27 14:06:36,,,2017-08-27 14:06:37,,,0,,8.676.539,,"192.168.40.150","192.168.40.28",,1,IN,
8.644.228,5,18,,2017-08-27 14:15:19,,,2017-08-27 14:15:22,,"39172e47-a09d-41a0-91be-d8385ec54872",0,,8.676.563,,"192.168.40.151","192.168.40.28",,1,IN,
8.644.393,6,15,,2017-08-27 15:48:20,,,2017-08-27 15:48:20,,"06a660eb-257e-4907-98d9-400c1b495140",0,,8.676.734,8.644.392,"192.168.40.11","192.168.40.28",,1,IN,
8.644.396,5,13,,2017-08-27 15:49:34,,,2017-08-27 15:49:34,,,0,,8.676.737,,"192.168.40.150","192.168.40.28",,1,IN,
8.644.512,1,10,,2017-08-27 16:45:31,,,2017-08-27 16:45:31,,,0,,8.676.867,8.644.510,"192.168.40.151","192.168.40.28",,1,IN,
8.644.610,2,15,,2017-08-27 17:33:43,,,2017-08-27 17:33:43,,"5fa36c67-b7c5-4445-b625-23c544fe56cd",0,,8.676.974,8.644.605,"192.168.40.10","192.168.40.28",,1,IN,
8.644.679,9,10,,2017-08-27 18:12:43,,,2017-08-27 18:12:44,,"34db89c8-29f2-4d8b-9e20-b56e6b7f2e68",0,,8.677.050,,"192.168.40.10","192.168.40.28",,1,IN,
8.644.923,1,26,,2017-08-27 19:56:59,,,2017-08-27 19:57:00,,"66007ce9-073b-438b-8548-013559ed9a56",0,,8.677.317,8.644.922,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.644.933,6,9,,2017-08-27 20:00:12,,,2017-08-27 20:00:12,,,0,,8.677.328,,"192.168.40.11","192.168.40.28",,1,IN,
8.645.074,5,15,,2017-08-27 21:09:44,,,2017-08-27 21:09:45,,,0,,8.677.471,,"192.168.40.150","192.168.40.28",,1,IN,
8.645.254,5,13,,2017-08-27 23:06:29,,,2017-08-27 23:06:29,,,0,,8.677.663,,"192.168.40.151","192.168.40.28",,1,IN,
8.645.261,5,18,,2017-08-27 23:15:10,,,2017-08-27 23:15:13,,"81e15e4e-6231-4940-8849-fbaf4aeeb420",0,,8.677.672,,"192.168.40.151","192.168.40.28",,1,IN,
8.645.275,5,13,,2017-08-27 23:20:15,,,2017-08-27 23:20:16,,,0,,8.677.687,,"192.168.40.150","192.168.40.28",,1,IN,
8.645.379,1,27,,2017-08-28 01:13:16,,,2017-08-28 01:13:17,,ed9d35ef-0260-4bf2-b96b-a20287b3da69,0,,8.677.796,8.645.377,"192.168.40.28",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
8.645.595,5,18,,2017-08-28 06:55:10,,,2017-08-28 06:55:13,,"898842aa-b7c5-42eb-aeb0-a2679c987dac",0,,8.678.009,,"192.168.40.151","192.168.40.28",,1,IN,
8.645.693,6,9,,2017-08-28 08:00:13,,,2017-08-28 08:00:14,,,0,,8.678.112,,"192.168.40.11","192.168.40.28",,1,IN,
8.645.790,6,9,,2017-08-28 08:16:18,,,2017-08-28 08:16:18,,,0,,8.678.214,,"192.168.40.11","192.168.40.28",,1,IN,
8.646.217,1,42,,2017-08-28 09:29:33,,,2017-08-28 09:29:33,,SIR-f3216865-0647-48ea-8f3b-e580a8d0cfdd,0,,8.678.699,,"192.168.40.11","192.168.40.28",,1,IN,
